760,dramatic,spectacular,剧烈的，引人注目的
761,conjecture,speculation,推测
762,vigorous,spirited,精力充沛的
763,intuitive,spontaneous; instinctive,凭直觉的
764,diffuse,spread; disperse; wordy,分散的，传播，话多的
765,foster,spur; adopt,养育，促进
766,artificial,spurious,虚假的，人造的
767,counterfeit,spurious,虚假的
768,flout,spurn; defy; disregard,公然蔑视
769,conform to,square with,遵从，与一致
770,sobering,staid,严肃的
771,banal,stale,陈腐的，平凡的
772,invariable,static,不变的，静止的
773,forestall,stave off; avert; prevent,预先阻止，提前行动
774,check,stem,阻止
775,shackle,stifle,束缚
776,parsimonious,stingy; illiberal,吝啬的
777,hierarchical,stratified,等级制度的
778,audacious,striking,大胆的
779,robust,strong; reliable,健壮的，强有力的
780,neutralize,stymie,阻止
781,hinder,stymie; inhibit; block,妨碍
782,obedience,submission,服从
783,nuance,subtlety,细微差别
784,undercut,subvert; impair; undermine,削弱
785,triumph,success,伟大胜利
786,sequential,successive,连续的，顺序的
787,yield,succumb; engender; output,产生，屈服
788,surly,sullen,阴郁的
789,supplant,supersede,取代
790,ancillary,supplementary,补充的
791,plethora,surfeit; glut,过量
792,glut,surfeit;plethora,过量
793,sullen,surly; grumpy,郁郁寡欢的
794,dubious,suspect; questionable,不确定的，可疑的
795,defraud,swindle,欺骗
796,obsequious,sycophantic,谄媚的
797,figurative,symbolic,比喻的，象征的
798,tantamount,synonymous,等同于
799,fusion,synthesis,融合
800,laconic,taciturn; terse; curt,简洁的
801,impolitic,tactless,不明智的
802,synonymous,tantamount,同义的
803,dreary,tedious,枯燥乏味的
804,modulate,temper,调节
805,dispassionate,temperate; analytical,公正客观的，冷静客观的
806,resolve,tenacity; determination,解决，决定，决心
807,slanted,tendentious,有倾向的
808,exiguous,tenuous,稀少的
809,halfhearted,tepid; lukewarm,不热情的
810,meticulous,thorough; exact; painstaking,周密的，一丝不苟的
811,frugal,thrifty,简朴的
812,list,tilt,倾斜
813,opportune,timely,适时的
814,brook,tolerate,容忍
815,restorative,tonic,恢复健康的
816,emblematic,totemic,象征的
817,ephemeral,transitory; short-lived,短暂的
818,understandable,transparent,容易理解的
819,profound,trenchant,渊博的，深奥的，深刻的
820,misgiving,trepidation; qualm,疑虑，担忧
821,encomium,tribute,赞美
822,inconsequential,trivial; immaterial; pointless,不重要的
823,pugnacious,truculent; belligerent,好斗的
824,credulous,trusting,轻信的
825,novice,tyro,新手
826,omnipresent,ubiquitous; universal,无处不在的
827,unqualified,unalloyed,完全的，不受限制的，无资格的
828,sound,unassailable; valid,健康的，正确的，可靠的
829,modest,unassuming; unostentatious,谦虚的，朴实无华的，适度的，有限的
830,inevitable,unavoidable; preordained;ineluctable,必然的
831,pristine,unblemished,原始的，暂新的
832,unremitting,unceasing,不停的
833,quirky,unconventional,奇怪的
834,unorthodox,unconventional,非正统的
835,irrefutable,undeniable,无法反驳的
836,asymmetrical,uneven,不对称的
837,nondescript,unexceptional,无个性的
838,counterintuitive,unexpected,违反直觉的
839,ignorance,unfamiliarity,无知
840,outmoded,unfashionable;obsolete;fusty,过时的
841,unflagging,unfatigued,不知疲倦的
842,adverse,unfavorable,不利的，逆的
843,baseless,unfounded; untenable,无根据的
844,awkward,ungainly,笨拙的，不适合的，尴尬的，棘手的
845,blameless,unimpeachable,无可指责的
846,skeptical,unimpressed,怀疑的
847,inscrutable,uninformative; impenetrable;abstruse,难以理解的
848,singular,unique,单一的，非凡的，异常的
849,unfounded,unjustified; baseless; groundless;unwarranted,无根据的
850,estrange,unlinked; disaffect; alienate,使疏远
851,decisive,unmistakable,果断的，毋庸置疑的
852,composed,unperturbed; collected; coolheaded,镇定的
853,capricious,unpredictable; impulsive; cavalier;versatile; volatile,变化无常的
854,unremunerative,unprofitable,不挣钱的
855,unalloyed,unqualified,纯粹的
856,undeniable,unquestionable;irrefutable,不可否认的
857,unprepossessing,unremarkable,不吸引人的
858,unceasing,unremitting,不停的
859,untrammeled,unrestrained,没有限制的
860,simpleminded,unsophisticated,心思简单的，淳朴的
861,fluid,unstable,不稳定的
862,divorced,untethered; abstracted,分离的
863,groundless,unwarranted,无根据的
864,cumbersome,unwieldy,笨重的，复杂难做的
865,reluctant,unwilling; loath,不情愿的
866,implacable,unyielding; inexorable,无法安抚的
867,convulsion,upheaval,动乱
868,irresolution,vacillation,犹豫不决
869,nebulous,vague,模糊的
870,exalt,valorize,赞扬
871,jejune,vapid,乏味的，幼稚的
872,fluctuate,vary; vacillate,波动，摇摆不定
873,honor,venerate,荣誉，尊敬
874,reverence,veneration,尊敬
875,prolix,verbose; long-winded,冗长的
876,long-winded,verbose; prolix,冗长的
877,protean,versatile,变化多端的，多才多艺的
878,fickle,versatile; volatile; flighty; erratic;capricious,善变的
879,relic,vestige,遗迹
880,chagrin,vexation,失望
881,exculpate,vindicate,开脱罪行
882,contravene,violate,触犯
883,salient,visible; prominent; obtrusive;conspicuous,显著的，重要的
884,mercurial,volatile; inconstant,变化无常的
885,prodigious,voracious,巨大的
886,insatiable,voracious; quenchless,不满足的
887,decline,wane,衰落，拒绝
888,ebb,wane; decline,衰退
889,errant,wayward,不定的，行为错误的
890,destabilize,weaken,削弱
891,profusion,wealth,大量
892,prevalent,widespread; extensive,流行的，普遍的
893,engaging,winning,迷人的
894,quotidian,workday,普通的，常见的，日常的
895,succumb,yield,屈服，死亡
896,engender,yield; induce,导致
897,extremist,zealot,极端分子
898,ideologue,zealot,狂热支持某种理念的人
899,indolence,sloth,懒惰
900,refractory,recalcitrant,难以约束的
901,enthrall,captivate,吸引
902,supplemental,complementary,补充的
903,ignoble,reprehensible,可耻的，应收谴责的的
904,inapposite,misguided,不合适的，误导的
905,peculiar,idiosyncratic,奇怪的
